seed,mean_delta_j,median_delta_j,num_cases
7,0.04144837634462094,0.0,3218
11,0.03558768712489792,0.0,3218
19,0.03470258223159952,0.0,3218
23,0.03166865677215591,0.0,3218
31,0.03056219735143399,0.0,3218
