claim,n,mean,std,ci95_low,ci95_high,p_value_bootstrap_gt0,p_value_wilcoxon,pass_p_lt_0_01,direction
pooled_delta_j_router_vs_p5,16090,-5.938652255476416e-05,0.002922582887361425,-0.00010783363865677915,-1.9021679273309845e-05,1.0,0.9961571029723933,False,>0
