seed,mean_delta_j,median_delta_j,mean_delta_j_route_only,mean_probe_overhead_norm,probe_trigger_rate,num_cases
7,-8.728044793550651e-05,0.0,0.0,8.728044793550648e-05,0.0009322560596643878,3218
11,-5.1851950524135735e-05,0.0,0.0,5.1851950524135735e-05,0.00031075201988812925,3218
19,-5.3457480178233824e-05,0.0,0.0,5.3457480178233824e-05,0.00031075201988812925,3218
23,-1.088111890861065e-05,0.0,0.0,1.088111890861065e-05,0.00031075201988812925,3218
31,-9.346161522733409e-05,0.0,0.0,9.34616152273341e-05,0.0009322560596643878,3218
