method,family,info_used,J_mean_mean,J_mean_std,V_mean,V_std,use_fast_ratio_mean,use_fast_ratio_std,total_latency_mean_ms_mean,total_latency_mean_ms_std
cdt_worstcase_j_v1,CDT,static_conformal_worstcase_J,0.5852418875153479,0.0053743736458152815,0.19602237414543194,0.0011290181556609538,0.8170913610938471,0.004235813352738015,0.852549341954395,0.008425016973983443
crc_static_pupper_v1,CRC,static_p_upper_rank,0.5839828551839183,0.003371778637161219,0.1957116221255438,0.0015128230509183407,0.8170913610938471,0.004235813352738015,0.8523507687114723,0.008534439656328894
ours_probe_strict_v2,ours,probe+conformal,0.5744676237415562,0.005490935872399786,0.1935363579863269,0.001430809749312791,0.8170913610938471,0.004235813352738015,1.5446879627209706,0.008404447483822908
p5_conformal_strict_v2,p5,conformal_only,0.6092615237064978,0.005080944259210925,0.1993163455562461,0.0014172472655054596,0.8272840273461778,0.0044460350444945835,0.8325851319219992,0.008812344265621845
