seed,mean_delta_j,median_delta_j,num_cases
7,0.02018121503843429,0.0,3218
11,0.040752194357181415,0.0,3218
19,0.04447066823435465,0.0,3218
23,0.03355281706814809,0.0,3218
31,0.019335470218848388,0.0,3218
