method,family,info_used,J_mean_mean,J_mean_std,V_mean,V_std,use_fast_ratio_mean,use_fast_ratio_std,total_latency_mean_ms_mean,total_latency_mean_ms_std
cdt_worstcase_j_v1,CDT,static_conformal_worstcase_J,0.7914238559965877,0.009250250047913256,0.11379738968303295,0.0038775576773931813,0.6200745804847732,0.015010641429444667,3.437825475010217,0.09193991885114616
crc_static_pupper_v1,CRC,static_p_upper_rank,1.0770886135263857,0.2642572757328916,0.11379738968303295,0.004626971311837932,0.6200745804847732,0.015010641429444667,5.4006994044815695,1.8626790300983413
ours_probe_strict_v2,ours,probe+conformal,0.77079485639988,0.013493838626421055,0.10863890615289,0.00531285995127,0.6200745804847732,0.015010641429444667,4.40263522017893,0.14917418574520191
p5_conformal_strict_v2,p5,conformal_only,0.8024533293832734,0.009392430621155074,0.11597265382224983,0.004413335151932177,0.6274083281541329,0.015342151692146904,3.39517549849234,0.09218896144323205
