claim,n,mean,std,ci95_low,ci95_high,p_value_bootstrap_gt0,p_value_wilcoxon,pass_p_lt_0_01,direction
pooled_delta_j_router_vs_p5,16090,0.03165847298339337,0.8062140722940678,0.01820863096094371,0.043154169259885335,0.0,4.073631026203543e-20,True,>0
