n_pooled,pooled_mean_delta_j,pooled_std_delta_j,pooled_ci95_low,pooled_ci95_high,pooled_p_value_bootstrap_gt0,seed_level_p_value_wilcoxon
16090,0.03943286891908399,1.0019042642656106,0.02266965608460516,0.05371719991550383,0.0,0.03125
