index,source_dataset,mean_delta_j_mean,mean_delta_j_std,mean_delta_j_min,mean_delta_j_max,direction_positive
0,csm,-0.15782882894774328,0.009468539029467224,-0.16841379498670533,-0.14552843010892608,False
1,mp,-0.0832829238060968,0.021659695121309722,-0.1205707700444491,-0.06435136905235454,False
2,parasol,-0.1192965813429544,5.679729445007588e-17,-0.11929658134295444,-0.11929658134295434,False
