index,source_dataset,mean_delta_j_mean,mean_delta_j_std,mean_delta_j_min,mean_delta_j_max,direction_positive
0,csm,0.06267483949112516,,0.06267483949112516,0.06267483949112516,True
1,mp,0.026179259309329652,,0.026179259309329652,0.026179259309329652,True
2,parasol,0.0019062980308678968,,0.0019062980308678968,0.0019062980308678968,True
