seed,mean_delta_j,median_delta_j,num_cases
7,0.02830678674533503,0.0,3218
11,0.022326179150079527,0.0,3218
19,0.024669390292534413,0.0,3218
23,0.029458049836397156,0.0,3218
31,0.024656816089636175,0.0,3218
