index,source_dataset,mean_delta_j_mean,mean_delta_j_std,mean_delta_j_min,mean_delta_j_max,direction_positive
0,csm,-1.7862409935185817,0.08641058083439299,-1.8829794502359707,-1.7077656124169285,False
1,mp,-3.480961261402681,0.1083736167545861,-3.623494571717905,-3.333032714416935,False
2,parasol,-40.80397805915929,8.639322951980724,-52.79997744175251,-32.95127177647947,False
