seed,mean_delta_j,median_delta_j,mean_delta_j_route_only,mean_probe_overhead_norm,probe_trigger_rate,num_cases
7,-0.08540979806295586,0.0,-0.08540979806295586,0.0,0.0,3218
11,0.01986679469104199,0.0,0.01986679469104199,0.0,0.0,3218
19,-0.04241011602201517,0.0,-0.04241011602201517,0.0,0.0,3218
23,-0.06222072706776386,0.0,-0.06222072706776386,0.0,0.0,3218
31,-0.0661308079568292,0.0,-0.0661308079568292,0.0,0.0,3218
