n_pooled,pooled_mean_delta_j,pooled_std_delta_j,pooled_ci95_low,pooled_ci95_high,pooled_p_value_bootstrap_gt0,seed_level_p_value_wilcoxon
16090,-0.14372176085591162,3.9728085764279437,-0.20894551171137482,-0.08563430697122411,1.0,1.0
