seed,mean_delta_j,median_delta_j,mean_delta_j_route_only,mean_probe_overhead_norm,probe_trigger_rate,num_cases
7,0.0,0.0,0.0,0.0,0.39993784959602235,3218
11,0.0,0.0,0.0,0.0,0.37849596022374143,3218
19,0.0,0.0,0.0,0.0,0.39620882535736485,3218
23,0.0,0.0,0.0,0.0,0.39341205717837163,3218
31,0.0,0.0,0.0,0.0,0.39216904909881917,3218
