seed,mean_delta_j,median_delta_j,mean_delta_j_route_only,mean_probe_overhead_norm,probe_trigger_rate,num_cases
7,0.0,0.0,0.0,0.0,0.36451211932877564,3218
11,0.0,0.0,0.0,0.0,0.3676196395276569,3218
19,0.0,0.0,0.0,0.0,0.3567433188315724,3218
23,0.0014366177689454827,0.0,0.0014366177689454827,0.0,0.3775637041640771,3218
31,0.0017266323444877058,0.0,0.0017266323444877058,0.0,0.3819142324425109,3218
