method,family,info_used,J_mean_mean,J_mean_std,V_mean,V_std,use_fast_ratio_mean,use_fast_ratio_std,total_latency_mean_ms_mean,total_latency_mean_ms_std
cdt_worstcase_j_v1,CDT,static_conformal_worstcase_J,15.50881455296159,0.07592924223330937,0.03374766935985084,0.0034506069962688167,0.3530764449968925,0.012790758492995052,105.71679441666959,0.5059653623136262
crc_static_pupper_v1,CRC,static_p_upper_rank,15.508831861312649,0.0745520567780059,0.03374766935985084,0.0034012798738376968,0.3530764449968925,0.012790758492995052,105.71691309515158,0.5060498313509689
ours_probe_strict_v2,ours,probe+conformal,15.640922802036268,0.07468120610477211,0.03399627097576134,0.003271024827082853,0.3532007458048477,0.012853268533827365,106.6082271326416,0.5062860505913609
p5_conformal_strict_v2,p5,conformal_only,15.510523136940535,0.07462569675252287,0.03399627097576134,0.003271024827082853,0.35357364822871346,0.013024551007334545,105.71396004667909,0.505711255570107
