index,source_dataset,mean_delta_j_mean,mean_delta_j_std,mean_delta_j_min,mean_delta_j_max,direction_positive
0,csm,-0.018117635228346744,0.04138298661217775,-0.05463398479608729,0.04113239838649005,False
1,mp,-0.01957623384833386,0.01023961513675193,-0.0345555778790166,-0.007119195292524902,False
2,parasol,-1.1697396157656774,0.00572272363562677,-1.178085996112798,-1.1645324808806063,False
