seed,mean_delta_j,median_delta_j,mean_delta_j_route_only,mean_probe_overhead_norm,probe_trigger_rate,num_cases
7,-0.000927386763549281,0.0,-0.0008679614415596639,5.942532198961707e-05,0.39993784959602235,3218
11,-0.0007078414579155405,0.0,-0.0006097894387615067,9.805201915403378e-05,0.37849596022374143,3218
19,-0.00022075714583563656,0.0,-0.00021820969522616258,2.547450609473971e-06,0.39620882535736485,3218
23,-0.00022075714583563656,0.0,-0.00021820969522616258,2.547450609473971e-06,0.39341205717837163,3218
31,-0.00022075714583563656,0.0,-0.00021820969522616258,2.547450609473971e-06,0.39216904909881917,3218
