seed,mean_delta_j,median_delta_j,mean_delta_j_route_only,mean_probe_overhead_norm,probe_trigger_rate,num_cases
7,-0.05865365904527446,0.0,-0.0014889166557770614,0.0571647423894974,1.0,3218
11,-0.05451408520483583,0.0,-0.0003001055011380236,0.054213979703697804,1.0,3218
19,-0.057149496778921983,0.0,-0.0002378336236418319,0.05691166315528016,1.0,3218
23,-0.05551894345471198,0.0,0.0005675608486417014,0.05608650430335367,1.0,3218
31,-0.05418191015330935,0.0,0.0021340774910283055,0.05631598764433766,1.0,3218
